NomeEstacao,CodEstacao,StatusEstacao,MunicipioUF,Latitude,Longitude,Altitude,Operadora,Responsavel,Origem,Bacia,SubBacia,CodRio
CACHOEIRA,65015400,Ativo,SÃO JOSÉ DOS PINHAIS-PR,-25.58920,-49.22810,878.00,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,RHN,6,65,65110000
PONTE DO UMBARAZINHO,65017006,Ativo,SÃO JOSÉ DOS PINHAIS-PR,-25.59860,-49.26080,879.00,00052 - IAT-PR - Instituto Água e Terra do Paraná,00052 - IAT-PR - Instituto Água e Terra do Paraná,RHN,6,65,65100000
SANTA QUITÉRIA,65019675,Ativo,CURITIBA-PR,-25.46330,-49.31970,889.09,00052 - IAT-PR - Instituto Água e Terra do Paraná,00052 - IAT-PR - Instituto Água e Terra do Paraná,RHN,6,65,65113000
GUAJUVIRA,65025000,Ativo,ARAUCÁRIA-PR,-25.60030,-49.51330,857.72,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,RHN,6,65,65100000
FORMIGAS,65026950,Ativo,ARAUCÁRIA-PR,-25.53780,-49.54440,869.22,00052 - IAT-PR - Instituto Água e Terra do Paraná,00052 - IAT-PR - Instituto Água e Terra do Paraná,RHN,6,65,65115000
BALSA NOVA,65028000,Ativo,BALSA NOVA-PR,-25.58860,-49.63190,854.36,00052 - IAT-PR - Instituto Água e Terra do Paraná,00052 - IAT-PR - Instituto Água e Terra do Paraná,RHN,6,65,65100000
UHE GOV. NEY AMINTHAS PORTO AMAZONAS,65035001,Ativo,PORTO AMAZONAS-PR,-25.54810,-49.88940,780.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,6,65,65100000
UHE GOV. NEY AMINTHAS SÃO MATEUS DO SUL,65060001,Ativo,SÃO MATEUS DO SUL-PR,-25.87560,-50.38940,760.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,6,65,65100000
PCH DERIVAÇÃO DO RIO JORDÃO RIO NEGRO,65100001,Ativo,RIO NEGRO-PR,-26.10970,-49.80110,766.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,6,65,65120000
QUITANDINHA,65136550,Ativo,QUITANDINHA-PR,-25.85500,-49.52580,800.00,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,RHN,6,65,65120400
PCH CANHADÃO BARRAMENTO,65140000,Ativo,MANGUEIRINHA-PR,-25.97830,-52.21330,890.00,00363 - CANHADÃO - Canhadão Produção de Energia Elétrica LTDA.,00363 - CANHADÃO - Canhadão Produção de Energia Elétrica LTDA.,Setor Elétrico,6,65,65140700
PCH CANHADÃO JUSANTE,65141000,Ativo,MANGUEIRINHA-PR,-25.97360,-52.16830,657.00,00363 - CANHADÃO - Canhadão Produção de Energia Elétrica LTDA.,00363 - CANHADÃO - Canhadão Produção de Energia Elétrica LTDA.,Setor Elétrico,6,65,65140700
PCH CAVERNOSO II SÃO BENTO,65155001,Ativo,LAPA-PR,-25.94390,-49.79610,775.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,6,65,65120400
FAZENDA MELLO,65155500,Ativo,ANTÔNIO OLINTO-PR,-25.98670,-50.09280,840.00,"00414 - RIGESA - Rigesa - Celulose, Papel e Embalagens Ltda.","00414 - RIGESA - Rigesa - Celulose, Papel e Embalagens Ltda.",RHN,6,65,65140450
PCH DERIVAÇÃO DO RIO JORDÃO DIVISA,65175001,Ativo,SÃO MATEUS DO SUL-PR,-26.09140,-50.33390,770.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,6,65,65120000
UHE GOV. BENTO MUNHOZ FLUVIÓPOLIS,65220001,Ativo,SÃO MATEUS DO SUL-PR,-26.01920,-50.59250,770.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,6,65,65100000
UHE GOV. BENTO MUNHOZ UNIÃO DA VITÓRIA,65310001,Ativo,UNIÃO DA VITÓRIA-PR,-26.22810,-51.08030,739.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,6,65,65100000
UHE GOV. BENTO MUNHOZ R5 PORTO VITÓRIA,65365801,Ativo,PORTO VITÓRIA-PR,-26.16530,-51.22810,740.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,6,65,65100000
UHE GOV. BENTO MUNHOZ JANGADA DO SUL,65370001,Ativo,GENERAL CARNEIRO-PR,-26.38690,-51.27190,800.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,6,65,65131200
UHE GOV. BENTO MUNHOZ MADEIREIRA GAVAZONI,65764001,Ativo,CRUZ MACHADO-PR,-25.80750,-51.28860,805.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,6,65,65140000
UHE GOV. BENTO MUNHOZ BARRAMENTO,65774400,Ativo,PINHÃO-PR,-26.00940,-51.66470,742.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,6,65,65100000
UHE GOV. NEY AMINTHAS SOLAIS NOVO,65775901,Ativo,CORONEL DOMINGOS SOARES-PR,-26.09310,-51.87970,720.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,6,65,65140300
UHE GOV. NEY AMINTHAS BARRAMENTO,65803001,Ativo,MANGUEIRINHA-PR,-25.78830,-52.11470,607.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,6,65,65100000
FOZ DO RIO BANANAS,65808500,Ativo,GUARAPUAVA-PR,-25.44310,-51.44640,967.00,00052 - IAT-PR - Instituto Água e Terra do Paraná,00052 - IAT-PR - Instituto Água e Terra do Paraná,RHN,6,65,65150090
CGH ENXADRISTA MONTANTE,65808900,Ativo,GUARAPUAVA-PR,-25.38470,-51.38530,1013.00,01142 - RIO DAS PEDRAS - Energética Rio das Pedras SPE Ltda.,01142 - RIO DAS PEDRAS - Energética Rio das Pedras SPE Ltda.,Setor Elétrico,6,65,65141400
ETA - GUARAPUAVA,65809000,Ativo,GUARAPUAVA-PR,-25.39780,-51.43580,950.00,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,RHN,6,65,65141400
FOZ DO RIO COUTINHO,65812000,Ativo,GUARAPUAVA-PR,-25.45280,-51.63580,0.00,00052 - IAT-PR - Instituto Água e Terra do Paraná,00052 - IAT-PR - Instituto Água e Terra do Paraná,RHN,6,65,65150000
PCH TRÊS CAPÕES JUSANTE,65813000,Ativo,GUARAPUAVA-PR,-25.46750,-51.66390,898.00,00187 - INSAM - Indústrias de Madeiras Santa Maria Ltda.-INSAM,00187 - INSAM - Indústrias de Madeiras Santa Maria Ltda.-INSAM,Setor Elétrico,6,65,65150000
UHE SANTA CLARA MONTANTE,65813100,Ativo,GUARAPUAVA-PR,-25.48780,-51.73780,0.00,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,Setor Elétrico,6,65,65150000
UHE SALTO CURUCACA BARRAMENTO,65815040,Ativo,GUARAPUAVA-PR,-25.53530,-51.81580,0.00,00716 - SANTA MARIA - Santa Maria Companhia Papel e Celulose,00716 - SANTA MARIA - Santa Maria Companhia Papel e Celulose,Setor Elétrico,6,65,65150000
UHE SALTO CURUCACA JUSANTE,65815050,Ativo,GUARAPUAVA-PR,-25.53830,-51.81890,1000.00,00716 - SANTA MARIA - Santa Maria Companhia Papel e Celulose,00716 - SANTA MARIA - Santa Maria Companhia Papel e Celulose,Setor Elétrico,6,65,65150000
PCH TAGUÁ,65815060,Ativo,CANDÓI-PR,-25.50440,-51.78640,887.00,01164 - TAGUÁ - Taguá Energia Ltda,01164 - TAGUÁ - Taguá Energia Ltda,Setor Elétrico,6,65,65150000
UHE SANTA CLARA RIO PINHÃO,65819300,Ativo,PINHÃO-PR,-25.61190,-51.65310,0.00,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,Setor Elétrico,6,65,65150300
UHE SANTA CLARA BARRAMENTO,65824991,Ativo,PINHÃO-PR,-25.65580,-51.95220,811.00,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,Setor Elétrico,6,65,65150000
UHE FUNDÃO BARRAMENTO,65825497,Ativo,FOZ DO JORDÃO-PR,-25.70190,-52.00500,711.00,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,Setor Elétrico,6,65,65150000
PCH DERIVAÇÃO DO RIO JORDÃO BARRAMENTO,65826612,Ativo,RESERVA DO IGUAÇU-PR,-25.75420,-52.08720,616.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,6,65,65150000
PCH BARRA JUSANTE,65826720,Ativo,FOZ DO JORDÃO-PR,-25.76750,-52.09060,554.00,00376 - RIO JORDÃO - Rio Jordão Papéis S.A.,00376 - RIO JORDÃO - Rio Jordão Papéis S.A.,Setor Elétrico,6,65,65150000
PCH TIGRE BARRAMENTO,65831000,Ativo,MANGUEIRINHA-PR,-26.05280,-52.17830,901.00,00661 - TIGRE - Tigre Produção de Energia Elétrica Ltda.,00661 - TIGRE - Tigre Produção de Energia Elétrica Ltda.,Setor Elétrico,6,65,65140710
PCH TIGRE JUSANTE,65831020,Ativo,MANGUEIRINHA-PR,-26.04110,-52.17500,828.00,00661 - TIGRE - Tigre Produção de Energia Elétrica Ltda.,00661 - TIGRE - Tigre Produção de Energia Elétrica Ltda.,Setor Elétrico,6,65,65140710
PCH COVÓ MONTANTE,65831900,Ativo,MANGUEIRINHA-PR,-25.97970,-52.16140,661.00,00525 - COVÓ - Covó Geração de Energia Elétrica Ltda.,00525 - COVÓ - Covó Geração de Energia Elétrica Ltda.,Setor Elétrico,6,65,65140710
PCH COVÓ BARAMENTO,65832000,Ativo,MANGUEIRINHA-PR,-25.97220,-52.15140,661.00,00525 - COVÓ - Covó Geração de Energia Elétrica Ltda.,00525 - COVÓ - Covó Geração de Energia Elétrica Ltda.,Setor Elétrico,6,65,65140710
PCH CAVERNOSO II VAU DOS RIBEIROS,65854500,Ativo,VIRMOND-PR,-25.38110,-52.02610,607.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,6,65,65160000
PCH CAVERNOSO II BARRAMENTO,65855080,Ativo,VIRMOND-PR,-25.48780,-52.21560,560.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,6,65,65160000
PCH CAVERNOSO II JUSANTE,65855110,Ativo,VIRMOND-PR,-25.50890,-52.22920,514.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,6,65,65160000
UHE SALTO SANTIAGO RIO CHOPINZINHO,65875500,Ativo,CHOPINZINHO-PR,-25.78080,-52.49170,540.00,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,Setor Elétrico,6,65,65160100
UHE SALTO SANTIAGO RESERVATÓRIO 2,65883045,Ativo,SAUDADE DO IGUAÇU-PR,-25.64060,-52.59500,491.00,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,Setor Elétrico,6,65,65100000
UHE SALTO SANTIAGO RESERVATÓRIO 1,65883048,Ativo,SAUDADE DO IGUAÇU-PR,-25.60500,-52.60530,490.00,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,Setor Elétrico,6,65,65100000
UHE SALTO SANTIAGO BARRAMENTO,65883051,Ativo,SAUDADE DO IGUAÇU-PR,-25.61030,-52.61640,491.00,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,Setor Elétrico,6,65,65100000
UHE SALTO OSÓRIO RIO DAS COBRAS,65889700,Ativo,ESPIGÃO ALTO DO IGUAÇU-PR,-25.41030,-52.74060,495.00,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,Setor Elétrico,6,65,65160900
UHE SALTO OSÓRIO RESERVATÓRIO 2,65889800,Ativo,SÃO JORGE D''OESTE-PR,-25.61250,-52.86330,405.00,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,Setor Elétrico,6,65,65100000
UHE SALTO OSÓRIO RESERVATÓRIO 1,65894900,Ativo,SÃO JORGE D''OESTE-PR,-25.55940,-52.99390,402.00,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,Setor Elétrico,6,65,65100000
UHE SALTO OSÓRIO BARRAMENTO,65894991,Ativo,QUEDAS DO IGUAÇU-PR,-25.53310,-53.01060,400.00,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,Setor Elétrico,6,65,65100000
PCH ARTURO ANDREOLI PORTO PALMEIRINHA,65927001,Ativo,CORONEL VIVIDA-PR,-26.02890,-52.62810,450.00,00312 - FOZ DO CHOPIM - Foz do Chopim Energética Ltda.,00312 - FOZ DO CHOPIM - Foz do Chopim Energética Ltda.,Setor Elétrico,6,65,65170000
PCH VITORINO MONTANTE,65945200,Ativo,ITAPEJARA D''OESTE-PR,-26.01000,-52.79390,522.00,00373 - RIO VITORINO - Hidrelétrica Rio Vitorino LTDA.,00373 - RIO VITORINO - Hidrelétrica Rio Vitorino LTDA.,Setor Elétrico,6,65,65170300
PCH VITORINO BARRAMENTO,65945400,Ativo,ITAPEJARA D''OESTE-PR,-25.99720,-52.78560,520.00,00373 - RIO VITORINO - Hidrelétrica Rio Vitorino LTDA.,00373 - RIO VITORINO - Hidrelétrica Rio Vitorino LTDA.,Setor Elétrico,6,65,65170300
PCH VITORINO JUSANTE 1,65945500,Ativo,ITAPEJARA D''OESTE-PR,-25.99720,-52.78500,518.00,00373 - RIO VITORINO - Hidrelétrica Rio Vitorino LTDA.,00373 - RIO VITORINO - Hidrelétrica Rio Vitorino LTDA.,Setor Elétrico,6,65,65170300
PCH VITORINO JUSANTE 2,65945600,Ativo,ITAPEJARA D''OESTE-PR,-25.99220,-52.78580,492.00,00373 - RIO VITORINO - Hidrelétrica Rio Vitorino LTDA.,00373 - RIO VITORINO - Hidrelétrica Rio Vitorino LTDA.,Setor Elétrico,6,65,65170300
PONTE MARMELEIRO MTE. ETA,65948000,Ativo,MARMELEIRO-PR,-26.15250,-53.02000,500.00,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,RHN,6,65,65170660
FRANCISCO BELTRÃO MTE. ETA,65950200,Ativo,FRANCISCO BELTRÃO-PR,-26.08170,-53.07390,450.00,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,RHN,6,65,65170680
PCH VILA GALUPO MONTANTE,65954200,Ativo,BOM SUCESSO DO SUL-PR,-26.08640,-52.93940,550.00,01114 - SUDOESTE - Sudoeste Energia Ltda.,01114 - SUDOESTE - Sudoeste Energia Ltda.,Setor Elétrico,6,65,65170600
PCH BEDIM MONTANTE,65954250,Ativo,RENASCENÇA-PR,-26.09560,-52.94810,560.00,01159 - SANTANA - Santana Energética Ltda,01159 - SANTANA - Santana Energética Ltda,Setor Elétrico,6,65,65170600
PCH BEDIM BARRAMENTO,65954300,Ativo,RENASCENÇA-PR,-26.09110,-52.95580,565.00,01159 - SANTANA - Santana Energética Ltda,01159 - SANTANA - Santana Energética Ltda,Setor Elétrico,6,65,65170600
PCH VILA GALUPO BARRAMENTO,65954400,Ativo,BOM SUCESSO DO SUL-PR,-26.06170,-52.92220,536.00,01114 - SUDOESTE - Sudoeste Energia Ltda.,01114 - SUDOESTE - Sudoeste Energia Ltda.,Setor Elétrico,6,65,65170600
PCH JACARÉ BARRAMENTO,65954900,Ativo,FRANCISCO BELTRÃO-PR,-26.03890,-52.93310,509.00,01050 - VORTEX - Vortex Energia Ltda.,01050 - VORTEX - Vortex Energia Ltda.,Setor Elétrico,6,65,65170600
PCH JACARÉ JUSANTE,65954950,Ativo,FRANCISCO BELTRÃO-PR,-26.03470,-52.92360,496.00,01050 - VORTEX - Vortex Energia Ltda.,01050 - VORTEX - Vortex Energia Ltda.,Setor Elétrico,6,65,65170600
BALSA DO SANTANA,65955000,Ativo,ITAPEJARA D''OESTE-PR,-25.91500,-52.84940,450.00,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,RHN,6,65,65170600
PCH ARTURO ANDREOLI RIO SANTANA,65956000,Ativo,VERÊ-PR,-25.88310,-52.86310,0.00,00312 - FOZ DO CHOPIM - Foz do Chopim Energética Ltda.,00312 - FOZ DO CHOPIM - Foz do Chopim Energética Ltda.,Setor Elétrico,6,65,65170600
PCH BELA VISTA RESERVATÓRIO,65957000,Ativo,VERÊ-PR,-25.81810,-52.90140,430.00,00214 - VISTA - Bela Vista Geração de Energia S.A.,00214 - VISTA - Bela Vista Geração de Energia S.A.,Setor Elétrico,6,65,65170000
PCH BELA VISTA JUSANTE,65958000,Ativo,VERÊ-PR,-25.80580,-52.90670,421.00,00214 - VISTA - Bela Vista Geração de Energia S.A.,00214 - VISTA - Bela Vista Geração de Energia S.A.,Setor Elétrico,6,65,65170000
UHE GOV. JOSÉ RICHA ÁGUAS DO VERE,65960001,Ativo,VERÊ-PR,-25.77390,-52.92440,390.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,6,65,65170000
PCH ARTURO ANDREOLI FLOR DA SERRA,65962000,Ativo,DOIS VIZINHOS-PR,-25.68220,-52.98440,550.00,00312 - FOZ DO CHOPIM - Foz do Chopim Energética Ltda.,00312 - FOZ DO CHOPIM - Foz do Chopim Energética Ltda.,Setor Elétrico,6,65,65170000
PCH ARTURO ANDREOLI BARRAMENTO,65963071,Ativo,CRUZEIRO DO IGUAÇU-PR,-25.57110,-53.11330,356.00,00312 - FOZ DO CHOPIM - Foz do Chopim Energética Ltda.,00312 - FOZ DO CHOPIM - Foz do Chopim Energética Ltda.,Setor Elétrico,6,65,65170000
UHE GOV. JOSÉ RICHA PORTO SANTO ANTÔNIO,65970001,Ativo,TRÊS BARRAS DO PARANÁ-PR,-25.39390,-53.10390,430.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,6,65,65180100
UHE GOV. JOSÉ RICHA BARRAMENTO,65973501,Ativo,NOVA PRATA DO IGUAÇU-PR,-25.54190,-53.48440,3286.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,6,65,65100000
UHE BAIXO IGUAÇU RIO ANDRADA,65975300,Ativo,CAPITÃO LEÔNIDAS MARQUES-PR,-25.42170,-53.50030,329.00,00369 - CÉU AZUL - Geração Céu Azul S.A.,00369 - CÉU AZUL - Geração Céu Azul S.A.,Setor Elétrico,6,65,65180700
UHE BAIXO IGUAÇU RIO CAPANEMA,65980500,Ativo,CAPANEMA-PR,-25.76920,-53.61110,329.00,00369 - CÉU AZUL - Geração Céu Azul S.A.,00369 - CÉU AZUL - Geração Céu Azul S.A.,Setor Elétrico,6,65,65180800
UHE ITAIPU PONTE DO CAPANEMA,65981500,Ativo,PLANALTO-PR,-25.77000,-53.61140,320.00,00090 - ITAIPU - Itaipu  Binacional,00090 - ITAIPU - Itaipu  Binacional,Setor Elétrico,6,65,65180800
UHE BAIXO IGUAÇU RESERVATÓRIO,65983000,Ativo,CAPITÃO LEÔNIDAS MARQUES-PR,-25.50830,-53.66690,263.00,00369 - CÉU AZUL - Geração Céu Azul S.A.,00369 - CÉU AZUL - Geração Céu Azul S.A.,Setor Elétrico,6,65,65100000
UHE BAIXO IGUAÇU BARRAMENTO,65983100,Ativo,CAPITÃO LEÔNIDAS MARQUES-PR,-25.50420,-53.67220,263.00,00369 - CÉU AZUL - Geração Céu Azul S.A.,00369 - CÉU AZUL - Geração Céu Azul S.A.,Setor Elétrico,6,65,65100000
UHE BAIXO IGUAÇU JUSANTE,65984000,Ativo,CAPANEMA-PR,-25.58530,-53.72780,231.00,00369 - CÉU AZUL - Geração Céu Azul S.A.,00369 - CÉU AZUL - Geração Céu Azul S.A.,Setor Elétrico,6,65,65100000
UHE ITAIPU PORTO CAPANEMA,65987000,Ativo,SERRANÓPOLIS DO IGUAÇU-PR,-25.56670,-53.93310,180.00,00090 - ITAIPU - Itaipu  Binacional,00090 - ITAIPU - Itaipu  Binacional,Setor Elétrico,6,65,65100000
UHE GOV. JOSÉ RICHA PORTO CAPANEMA,65987001,Ativo,CAPANEMA-PR,-25.56670,-53.93330,180.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,6,65,65100000
UHE ITAIPU HOTEL CATARATAS,65992500,Ativo,FOZ DO IGUAÇU-PR,-25.68310,-54.44060,180.10,00090 - ITAIPU - Itaipu  Binacional,00090 - ITAIPU - Itaipu  Binacional,Setor Elétrico,6,65,65100000
HOTEL CATARATAS - COPEL,65992502,Ativo,FOZ DO IGUAÇU-PR,-25.68330,-54.42890,180.10,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,6,65,65100000
PCH PAINA II BARRAMENTO,81018900,Ativo,CASTRO-PR,-24.88860,-49.59190,657.00,00262 - SENGES - Senges Papel e Celulose Ltda.,00262 - SENGES - Senges Papel e Celulose Ltda.,Setor Elétrico,8,81,81105000
PCH PAINA II JUSANTE,81019000,Ativo,CASTRO-PR,-24.89390,-49.58580,630.00,00262 - SENGES - Senges Papel e Celulose Ltda.,00262 - SENGES - Senges Papel e Celulose Ltda.,Setor Elétrico,8,81,81105000
PONTE DO AÇUNGUI,81019350,Ativo,CAMPO LARGO-PR,-25.23440,-49.59640,580.00,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,RHN,8,81,81200000
PCH SANTA CRUZ BARRAMENTO,81028000,Ativo,RIO BRANCO DO SUL-PR,-25.15190,-49.41280,813.00,00255 - RIO BRANCO - Cimento Rio Branco S.A.,00255 - RIO BRANCO - Cimento Rio Branco S.A.,Setor Elétrico,8,81,81200800
PCH SANTA CRUZ JUSANTE,81030000,Ativo,RIO BRANCO DO SUL-PR,-25.15000,-49.42190,530.00,00255 - RIO BRANCO - Cimento Rio Branco S.A.,00255 - RIO BRANCO - Cimento Rio Branco S.A.,Setor Elétrico,8,81,81200800
FOZ DO SÃO SEBASTIÃO,81107000,Ativo,CERRO AZUL-PR,-24.90280,-49.44170,345.00,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,RHN,8,81,81001000
BALSA DO CERRO AZUL,81135000,Ativo,CERRO AZUL-PR,-24.79640,-49.27250,270.00,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,RHN,8,81,81001000
CERRO AZUL MONTANTE,81139500,Ativo,CERRO AZUL-PR,-24.84330,-49.27330,310.00,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,RHN,8,81,81206000
UHE GOV. PARIGOT DE SOUZA MONTANTE,81299001,Ativo,CAMPINA GRANDE DO SUL-PR,-25.21690,-48.94640,780.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,8,81,81400100
UHE GOV. PARIGOT DE SOUZA BARRAMENTO,81301001,Ativo,CAMPINA GRANDE DO SUL-PR,-25.13830,-48.87440,845.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,8,81,81400100
UHE GOV. PARIGOT DE SOUZA JUSANTE,81303001,Ativo,BOCAIÚVA DO SUL-PR,-25.08810,-48.82720,670.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,8,81,81400100
PCH NOVO HORIZONTE MONTANTE,81312000,Ativo,CAMPINA GRANDE DO SUL-PR,-25.00440,-48.63810,499.00,00488 - CENH - Companhia Energética Novo Horizonte-CENH,00488 - CENH - Companhia Energética Novo Horizonte-CENH,Setor Elétrico,8,81,81400100
PCH NOVO HORIZONTE BARRAMENTO,81315000,Ativo,CAMPINA GRANDE DO SUL-PR,-25.00000,-48.62170,321.00,00488 - CENH - Companhia Energética Novo Horizonte-CENH,00488 - CENH - Companhia Energética Novo Horizonte-CENH,Setor Elétrico,8,81,81400100
COLÔNIA RIO VERDE,82002000,Ativo,GUARAQUEÇABA-PR,-25.16000,-48.24250,45.00,00052 - IAT-PR - Instituto Água e Terra do Paraná,00052 - IAT-PR - Instituto Água e Terra do Paraná,RHN,8,82,82120000
PINGUELA,82065000,Ativo,ANTONINA-PR,-25.24310,-48.74810,10.00,00052 - IAT-PR - Instituto Água e Terra do Paraná,00052 - IAT-PR - Instituto Água e Terra do Paraná,RHN,8,82,82307000
UHE GOVERNADOR PARIGOT DE SOUZA VILA NOVA,82121002,Ativo,ANTONINA-PR,-25.31940,-48.70810,780.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,8,82,82307000
MORRETES NHUNDIAQUARA,82170000,Manutenção,MORRETES-PR,-25.47690,-48.83030,3.00,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,RHN,8,82,82400000
CGH MARUMBI BARRAMENTO,82188000,Ativo,MORRETES-PR,-25.42940,-48.94720,692.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,8,82,82400400
UHE CHAMINÉ BARRAMENTO RES. VOSSOROCA,82230001,Ativo,TIJUCAS DO SUL-PR,-25.82030,-49.06500,817.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,8,82,82500200
UHE CHAMINÉ BARRAMENTO RES. SALTO DO MEIO,82230015,Ativo,SÃO JOSÉ DOS PINHAIS-PR,-25.80810,-48.99440,726.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,8,82,82500200
UHE GUARICANA BARRAMENTO,82230815,Ativo,MORRETES-PR,-25.71220,-48.97060,710.00,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,Setor Elétrico,8,82,82500100
